,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SEN,0,2,6,0,10,2,0,14,26,4,0,72,28,0,12,98,64,0,110,14,14,0,0,8,4,2,2,6,90,2,2,0,6,8,90,100,22,48,112,98,58,26,0,28,0,6,10,4,0,0,6,18,142,0,0,38,4,32,14,18,2,58,6,34,30,4,0,650,2,0,22,240,10,78,0,34,44,8,0,22,2,2,4,4,0,4,8,8,14,20,58,12,18,6,6,16,72,10,16,36,4,82,2,28,0,0,24,10,6,10,16,2,0,2,8,4,6,8,8,0,40,6,6,36,0,34,0,6,100,8,8,2,2,28,38,0,4,24,16,4,4,60,60,6,2,66,32,20,0,20,2,18,12,18,14,0,6,18,0,32,8,6,0,2,18,32,22,30,16,0,30,0,0,2,30,4,0,0,16,4,0,4,12,14,32,4,0,2,2,0,16,48,22,2,0,0,4,4,34,32,2,26,44,48,12,10,396,2,0,0,4,2,32,4,4,4,4,98,16,12
SGP,0,4,2,0,16,4,0,186,222,22,0,3700,572,4,2,658,16,0,18,150,74,14,0,32,16,4,2,22,634,18,56,6,18,0,2004,1230,192,13468,12,40,22,8,0,178,0,2,30,16,0,0,54,298,2550,0,0,718,8,30,52,174,0,1086,144,50,496,20,0,1960,2,6,12,5512,56,44,0,4,22,0,0,426,4,4,34,6,0,8,132,2,168,462,1968,342,350,24,98,534,1412,18,62,2136,34,84,24,130,0,4,1712,36,36,36,6,6,0,6,124,2,84,50,48,0,52,4,14,12,0,298,0,44,14,30,52,4,16,20,0,0,8,36,1042,6,16,2,88,10,2,1582,388,90,0,738,42,278,58,92,332,0,12,424,6,314,34,24,0,128,170,446,14,334,14,30,0,0,0,2,4,6,2,0,124,0,0,2,74,122,962,2,0,4,16,0,4,6,608,2,0,0,4,4,70,382,2,1198,26,28,62,40,8646,0,2,0,38,0,608,2,6,8,6,360,18,12
SHN,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,2,0,0,2,2,0,0,80,4,0,0,2,2,0,0,6,2,0,0,2,0,0,0,0,2,2,2,0,0,0,12,4,2,2,2,2,0,0,2,2,0,2,2,2,0,0,2,2,2,0,0,2,2,2,2,2,0,2,2,4,2,10,0,8,0,2,0,32,2,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,2,6,6,2,0,2,2,6,2,2,4,2,8,2,0,0,0,12,2,0,2,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,8,0,4,0,2,2,2,0,2,0,0,2,4,6,0,10,0,2,0,2,6,10,2,0,4,0,2,2,2,2,0,2,2,0,4,2,4,0,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,4,0,0,2,0,0,0,0,2,2,0,2,6,0,2,2,2,2,6,4,0,2,24,0,0,0,2,0,2,2,4,0,2,6,2,2
SLE,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,20,10,0,20,16,0,0,0,0,0,0,0,2,6,0,0,0,0,0,14,30,4,36,16,18,4,16,0,0,0,0,0,0,0,0,0,2,28,0,0,6,0,0,0,6,0,20,0,28,4,0,0,26,0,0,4,142,0,34,0,20,6,0,0,0,0,0,0,0,0,2,0,10,0,6,18,4,0,0,0,4,18,0,2,8,0,26,0,0,0,0,0,0,2,2,20,2,0,0,0,0,4,0,2,0,2,0,0,6,0,4,0,0,16,0,2,0,2,14,0,0,0,10,2,0,0,10,32,2,0,34,20,8,0,0,0,4,0,2,4,0,0,2,0,4,0,2,0,0,2,4,12,0,4,30,4,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,2,0,2,6,4,0,0,0,0,0,0,2,0,2,22,34,0,0,188,0,0,0,0,2,4,0,0,0,0,36,24,8
SLV,0,2,4,0,4,2,0,6,30,2,0,12,4,0,0,10,2,0,2,0,4,0,0,2,4,2,0,12,38,2,0,2,2,0,18,4,26,8,4,6,6,0,0,28,0,0,28,16,0,0,2,2,14,0,0,6,18,2,26,6,0,52,2,4,4,2,0,14,2,0,0,30,4,8,0,0,2,0,0,2,0,0,36,0,0,28,4,8,4,10,12,4,4,0,2,6,20,6,2,4,2,6,0,4,0,0,2,2,2,0,0,0,0,0,6,2,2,2,4,0,4,0,0,2,0,56,0,2,2,4,0,0,2,2,0,0,0,2,6,2,0,0,4,22,2,14,8,0,0,6,4,4,30,24,10,0,2,6,0,8,2,4,0,0,6,6,2,4,2,4,6,0,0,0,0,0,0,0,4,2,0,0,2,2,6,0,0,0,2,0,2,2,8,0,0,0,2,6,4,8,2,8,2,4,6,16,104,0,0,0,14,0,10,2,2,2,0,8,4,4
SMR,0,0,0,0,6,0,0,0,2,2,0,6,6,2,2,4,2,0,0,2,8,0,0,4,4,0,0,0,2,2,2,0,2,0,6,10,2,2,0,2,0,0,0,4,0,0,0,0,0,0,4,8,8,0,0,6,2,2,0,4,0,12,4,2,6,0,0,8,0,0,0,14,4,2,0,0,0,0,0,10,0,0,2,0,0,0,6,2,6,2,2,10,0,2,2,4,60,0,2,0,4,2,2,2,0,2,0,0,0,2,0,2,0,0,2,0,10,4,6,0,4,0,4,2,0,2,0,6,0,8,0,4,0,2,0,0,0,2,2,0,0,0,2,2,0,6,8,0,0,2,2,2,0,2,2,0,0,8,0,8,2,2,0,0,10,6,2,2,2,0,2,0,0,0,0,0,0,0,6,0,0,0,4,6,8,0,0,0,0,0,0,0,0,2,2,0,0,0,2,6,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,2,0,4,2,0
SOM,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,10,0,0,2,2,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,2,2,0,0,28,0,0,0,0,0,2,0,0,0,2,0,0,0
SRB,0,2,2,2,64,6,0,330,400,494,0,898,1030,242,2,836,26,0,8,40,662,14,0,608,520,2,2,10,772,8,14,0,18,0,626,1094,400,1014,8,28,18,2,0,580,0,2,30,16,2,0,350,978,1782,0,0,604,14,56,282,410,0,1446,408,56,548,4,0,1358,6,4,4,2186,568,38,0,0,14,0,0,1046,0,2,24,4,2,6,946,2,942,50,634,458,476,38,56,528,1816,8,48,486,52,34,36,6,0,8,468,36,0,46,12,30,0,6,206,0,466,44,394,0,250,4,56,2,0,422,0,282,0,78,2,338,2,24,0,0,24,8,404,4,6,2,82,6,2,820,536,38,0,380,14,354,24,70,66,0,0,1084,0,988,30,78,0,326,686,1096,2,448,10,16,124,0,0,2,0,4,6,0,0,0,0,2,616,858,722,2,2,2,8,0,4,12,330,10,0,0,4,4,80,954,2,626,10,12,438,32,1928,76,0,0,22,0,92,2,2,46,10,472,16,4
SSD,0,0,2,0,0,0,0,2,0,0,0,6,0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,0,6,4,2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,4,2,0,0,8,0,0,0,6,0,0,0,14,0,4,0,2,0,2,0,0,0,0,4,0,0,2,0,2,0,0,2,0,2,4,0,0,12,2,0,0,0,16,0,6,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,4,2,0,0,6,0,2,0,4,18,2,0,4,10,2,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,8,4,0,0,0,0,2,2,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,10,2,0,0,0,0,2,0,0,0,0,8,28,2,0,34,0,0,0,0,0,2,2,0,0,4,10,6,4
STP,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
SUR,0,0,2,0,0,0,0,2,6,2,0,6,8,0,0,30,2,2,0,2,0,0,0,0,0,2,0,6,32,2,2,0,0,2,6,14,8,4,8,4,0,0,0,10,0,0,4,2,0,0,0,4,6,0,0,2,0,0,8,2,0,6,2,0,6,0,0,26,0,0,4,20,0,2,0,0,2,2,0,4,2,0,0,14,8,0,0,0,0,4,4,2,0,0,0,0,4,0,0,6,0,4,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,2,8,0,2,0,4,2,0,60,4,0,0,6,0,2,14,12,2,0,0,6,0,8,6,0,0,2,4,6,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,4,4,6,40,0,0,0,8,0,4,0,2,0,0,6,0,0
SVK,0,4,2,2,34,6,0,238,342,388,0,514,1266,376,0,550,12,0,6,30,332,6,0,74,272,2,0,6,688,6,10,0,8,0,526,1004,308,908,20,10,8,0,0,306,0,2,22,176,0,0,82,3020,1668,0,0,776,6,52,28,100,0,1086,182,24,624,2,0,1240,0,2,4,2064,282,12,0,0,2,0,0,848,0,2,18,4,2,2,492,0,1040,184,614,334,178,16,90,386,1400,8,28,782,18,24,18,2,0,0,456,20,0,38,6,2,0,6,32,0,332,62,306,0,222,2,26,2,0,310,0,94,0,84,2,28,2,18,0,0,22,2,82,2,4,4,32,0,0,984,688,18,0,88,8,234,16,214,48,0,0,1734,0,718,22,74,0,78,884,1188,0,124,6,12,74,0,0,2,0,2,4,0,616,0,0,2,0,666,968,0,0,2,8,0,2,2,214,12,0,0,2,0,32,690,0,312,14,10,918,20,1432,12,2,0,32,0,54,0,0,12,2,470,4,0
SVN,0,2,2,0,72,6,0,252,384,240,0,710,1262,226,0,852,6,0,6,18,310,4,0,172,248,4,0,6,612,2,4,2,8,0,646,1018,304,944,6,4,10,0,0,304,0,2,26,8,0,0,110,1026,1888,0,0,900,6,38,22,110,0,1576,222,14,586,4,0,1450,2,0,0,2532,278,24,0,2,6,2,0,892,0,2,20,4,0,2,954,0,806,26,520,426,126,10,108,528,2106,6,14,732,24,18,16,6,0,0,312,24,0,24,0,2,0,6,26,0,358,80,308,0,238,2,32,2,0,150,0,180,0,92,2,106,2,8,0,0,8,4,116,10,2,0,42,0,0,1220,642,8,0,112,10,56,14,44,40,0,0,1108,0,876,20,68,0,26,746,822,2,132,2,14,122,4,0,2,0,2,6,0,858,0,0,0,666,0,1038,2,0,4,6,0,2,2,74,8,0,0,2,2,34,598,0,358,4,10,328,36,1728,2,0,0,26,0,38,0,0,44,6,376,6,6
SWE,0,8,6,2,44,10,0,500,826,434,0,5614,3316,384,2,3978,30,0,30,180,428,24,2,112,346,2,4,110,2306,18,22,8,56,4,4990,5310,900,7488,26,56,42,12,0,604,0,4,84,218,2,0,254,2384,12646,2,2,7074,16,90,134,468,0,6440,998,222,5676,24,0,8068,8,4,10,17666,336,130,2,6,30,24,0,2198,0,48,28,8,8,8,786,6,1748,328,1972,1646,1060,132,1008,1502,7952,16,118,3304,78,276,36,38,0,8,1496,74,22,94,14,36,0,22,120,2,726,202,472,0,332,28,68,22,2,786,0,124,20,182,22,34,140,80,2,0,6,56,434,54,12,8,164,24,0,7580,5874,114,0,1010,54,856,66,320,180,2,10,3158,6,2192,34,94,0,142,1330,2736,92,598,38,32,962,0,4,4,24,6,8,10,722,2,0,8,968,1038,0,8,0,10,22,0,2,10,506,22,0,2,2,16,92,1604,0,784,252,202,718,108,17624,10,2,0,90,4,310,10,4,34,6,1826,64,42
SWZ,0,0,2,0,2,0,0,4,2,4,0,12,10,2,0,6,4,0,8,8,2,0,0,4,0,0,2,0,12,0,0,6,10,0,14,28,0,16,2,4,2,2,0,4,4,0,6,0,0,0,4,2,30,0,0,6,0,0,0,2,0,10,0,6,2,0,0,20,0,0,0,44,6,2,0,0,4,0,0,2,0,0,0,0,0,0,0,2,4,2,12,2,6,2,2,0,12,0,2,2,2,26,0,0,0,0,2,2,0,6,6,0,0,2,2,6,0,2,2,0,2,2,2,0,0,2,0,0,2,0,0,0,4,4,0,0,0,8,4,8,2,0,10,0,0,16,4,6,0,8,0,4,0,0,0,0,0,6,0,10,0,0,0,2,8,6,2,8,2,4,2,0,0,0,0,0,0,2,2,0,0,0,0,2,8,0,0,4,0,0,0,6,6,0,0,4,0,4,0,4,0,16,10,12,4,2,62,0,0,0,0,0,4,0,0,2,0,102,6,6
SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,2,0,0,2,4,0,0,26,4,0,0,10,8,0,6,2,2,0,2,2,0,0,2,0,6,4,2,4,4,0,12,20,6,4,6,2,0,4,0,6,4,2,10,4,0,0,2,2,12,0,0,6,2,2,6,6,0,14,2,6,4,4,2,28,0,0,0,64,6,6,0,2,4,0,0,4,0,2,0,0,2,0,4,0,2,4,10,6,4,0,4,2,6,6,2,6,4,16,2,0,0,0,4,2,0,4,4,0,0,0,0,0,2,2,2,0,4,0,2,4,0,6,0,2,0,2,2,2,4,8,0,0,8,4,2,2,6,2,6,0,0,14,4,6,0,12,0,4,4,6,4,2,0,4,0,10,2,2,0,0,6,6,0,8,0,2,4,0,0,2,0,0,0,0,2,0,0,0,2,4,10,4,0,0,0,0,0,4,2,2,0,4,2,4,2,2,0,8,8,8,0,2,34,0,0,0,4,0,2,0,0,0,2,38,0,2
SYR,0,2,0,0,2,0,0,16,20,2,0,30,12,0,0,20,2,0,8,18,8,0,0,2,2,0,0,6,20,2,0,0,0,0,32,16,12,72,0,12,10,0,0,16,0,2,2,0,0,0,10,12,54,0,0,8,0,10,4,74,0,28,2,12,18,4,0,44,2,0,0,94,12,6,0,0,2,0,0,16,0,0,0,0,0,0,10,0,12,12,32,10,64,10,0,10,58,2,20,28,10,6,10,0,0,0,18,8,0,32,0,6,0,0,2,0,12,0,6,0,14,2,0,0,0,16,0,10,0,12,0,0,2,6,0,0,0,0,28,0,0,0,4,4,2,24,16,0,0,12,4,24,4,8,8,0,0,28,0,18,6,10,0,10,14,36,0,34,12,2,16,0,0,0,2,2,0,0,8,0,0,0,8,6,22,0,0,0,0,0,2,2,6,0,0,0,2,2,14,30,2,8,2,2,8,4,116,0,0,0,8,0,22,2,4,2,6,14,4,4
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,4,0,0,2,2,2,0,6,4,0,0,8,6,0,28,4,4,0,0,2,2,0,0,2,6,0,0,2,4,2,10,30,12,14,16,12,10,10,0,6,0,0,2,0,0,0,2,2,10,0,0,4,0,4,4,4,2,6,0,12,4,2,0,54,2,0,10,44,4,12,0,8,6,2,0,0,0,0,2,0,0,0,2,0,4,2,14,4,4,2,2,2,6,2,2,2,2,10,0,8,0,0,4,2,2,0,0,0,0,0,6,0,0,4,4,0,2,0,2,6,0,2,0,4,20,4,0,0,4,2,2,0,0,8,4,0,0,14,16,2,2,8,6,8,0,4,2,8,2,4,4,0,2,4,0,2,0,2,0,0,4,2,2,2,6,16,4,0,0,0,2,2,0,0,4,2,0,0,2,2,2,0,0,0,2,0,0,14,2,0,0,0,2,2,2,4,2,2,10,16,2,2,46,0,0,0,0,0,6,4,2,4,2,10,4,6
TGO,0,0,0,0,4,0,0,8,12,2,0,26,12,2,4,34,54,0,102,2,14,0,0,2,6,0,0,2,18,0,0,4,2,8,30,32,4,32,80,48,26,24,0,16,4,0,6,2,0,0,4,6,54,0,0,14,0,12,6,20,2,16,2,22,8,2,0,130,2,0,10,68,10,56,0,18,20,2,0,10,0,0,2,0,0,2,8,8,6,12,36,12,12,2,4,10,50,2,4,14,4,18,0,6,0,0,14,2,2,10,6,0,0,0,4,2,0,4,6,0,2,0,8,14,0,12,0,4,46,4,0,6,6,16,16,0,0,8,6,0,0,40,68,2,2,14,6,18,0,16,2,14,2,10,4,0,2,14,0,14,0,2,0,0,20,14,8,12,12,48,6,0,0,0,6,2,0,0,12,10,0,0,2,2,10,6,0,4,2,0,14,0,10,0,0,4,2,6,16,12,2,6,22,20,10,2,80,0,0,0,2,0,12,4,2,4,2,36,10,6
THA,0,18,6,0,14,2,0,50,166,426,0,1790,692,162,12,590,8,0,28,178,368,8,0,24,254,2,0,16,920,10,30,32,30,4,782,1080,156,2526,28,22,22,8,0,328,0,2,22,166,0,2,262,598,1390,0,0,436,14,28,270,362,2,782,284,60,528,18,2,1514,2,2,14,2858,302,56,0,0,18,2,0,602,0,2,30,4,0,12,468,16,490,748,1540,360,514,26,28,166,1062,8,26,2630,14,122,6,208,0,2,1196,34,198,46,6,8,0,0,264,4,290,24,274,0,24,4,14,8,2,594,0,32,30,16,168,44,26,20,0,0,62,68,1076,12,4,6,186,6,2,902,326,144,0,520,52,786,42,260,354,0,30,662,0,450,12,10,0,248,266,734,16,434,14,22,608,0,0,2,4,8,0,2,330,2,0,0,214,74,506,6,0,2,6,0,2,10,0,4,0,2,4,6,36,696,2,1072,70,80,480,36,4650,66,0,0,44,0,740,2,4,6,4,590,28,46
TJK,0,2,0,0,8,0,0,4,2,6,0,28,12,4,0,6,2,0,0,4,14,0,0,6,4,0,0,0,12,2,2,0,0,0,14,28,16,64,4,8,0,0,0,4,0,2,2,2,0,0,8,10,46,0,0,10,2,6,6,12,0,24,4,4,4,2,0,22,0,0,0,32,14,2,0,0,0,0,0,12,0,2,0,0,0,0,6,0,4,4,40,8,50,4,8,8,42,2,4,10,26,4,20,2,0,0,4,2,0,4,0,2,0,0,0,0,6,8,10,0,4,0,6,0,0,4,0,4,0,6,4,8,0,2,0,0,6,2,12,0,0,0,10,0,0,22,8,2,0,4,0,58,2,2,4,0,0,26,0,36,2,4,0,4,28,78,2,16,0,2,2,0,0,2,0,0,2,0,10,0,0,0,12,8,22,0,0,2,0,0,0,0,4,0,2,0,2,0,4,38,0,2,4,2,8,2,52,10,0,0,2,0,4,0,0,2,2,12,0,2
TKM,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,4,6,0,0,0,0,0,0,2,2,6,0,6,0,0,0,0,2,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,4,0,0,0,4,2,0,0,0,0,6,0,2,0,0,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0
TON,0,0,0,0,4,0,0,4,4,2,0,26,4,0,0,4,4,0,2,2,4,0,0,4,2,0,0,2,4,2,2,0,0,0,8,2,4,4,2,4,2,0,4,4,0,2,4,2,0,0,4,2,4,0,0,4,2,4,4,4,0,4,2,2,4,14,0,6,2,4,0,14,4,4,0,0,2,0,0,2,0,2,0,0,0,0,2,0,4,4,4,4,4,0,2,2,4,4,4,4,2,4,2,0,0,0,4,4,0,2,0,0,0,0,2,0,2,2,4,0,2,0,2,0,0,4,0,4,0,4,2,2,2,2,0,0,2,2,4,0,2,0,4,2,4,4,4,2,0,14,2,4,4,4,6,0,6,4,0,4,2,4,0,0,4,4,0,6,2,4,4,0,0,6,0,2,0,0,4,0,0,0,2,2,2,0,0,2,2,0,2,2,4,2,0,0,0,2,4,4,4,4,2,4,2,4,12,0,0,0,2,0,4,8,14,2,2,4,2,2
TTO,0,0,2,2,2,0,0,14,12,2,2,40,12,0,0,16,8,0,8,0,6,0,6,2,2,0,2,2,24,26,0,6,2,0,44,18,8,10,2,2,10,0,0,4,4,0,12,0,6,4,4,2,28,0,4,14,4,2,8,8,0,10,0,6,8,2,0,22,2,0,0,138,6,8,0,0,2,0,0,2,0,0,4,0,4,2,2,4,6,2,48,8,8,0,2,4,20,32,2,10,4,14,0,4,0,2,18,2,2,6,6,0,4,0,4,2,2,2,2,0,0,0,0,0,2,14,0,2,4,2,0,0,8,4,0,4,2,2,8,2,0,0,6,6,2,24,4,8,0,12,2,8,6,8,8,0,4,4,0,8,2,2,0,2,8,6,2,8,2,4,4,0,0,0,0,6,0,0,4,2,0,2,0,2,16,4,0,4,2,0,2,6,6,0,0,6,2,0,2,4,2,4,10,10,6,4,196,0,0,2,6,0,8,2,2,2,0,34,6,4
