,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLM,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IOT,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SAU,0,12,2,12,20,0,0,1574,210,72,0,2476,434,98,2,672,32,0,4,770,148,206,2,54,0,126,0,0,12,748,6,28,8,36,2,2546,734,220,6626,6,82,10,6,2,306,0,2,28,18,0,2,176,416,2088,8,0,424,16,894,100,14008,6,1418,144,160,404,16,2,2028,2,18,2,4660,82,92,0,2,14,2,0,514,0,2,8,2,6,16,176,2,222,282,7032,0,318,974,682,42,296,1742,10,1054,1216,128,90,58,12,2,2,1978,400,6,356,2,120,0,0,100,0,112,20,68,0,500,12,4,8,14,458,0,34,22,16,12,4,16,14,18,0,38,24,3012,14,8,4,466,2,796,348,110,0,286,424,7200,50,98,144,2,24,744,0,452,18,220,0,746,554,1060,32,0,586,28,426,0,0,2,0,6,0,2,230,0,0,0,128,124,704,8,0,4,48,2,2,2,540,10,0,2,0,4,2506,2216,0,1520,50,42,134,14,7680,38,0,4,24,0,1326,0,2,14,736,988,34,38
SDN,0,10,2,6,4,0,0,62,16,6,2,88,32,10,2,24,12,0,6,30,10,34,0,4,0,2,0,0,2,64,0,0,0,14,6,70,60,8,392,8,30,6,4,0,16,0,4,8,4,0,2,4,10,142,0,0,20,6,30,6,270,6,46,6,40,24,12,0,84,0,4,2,284,8,42,0,0,0,0,0,14,0,0,2,2,0,6,12,2,12,12,76,0,26,66,32,0,14,86,2,64,66,4,86,12,4,0,0,40,24,2,24,0,18,0,0,14,0,8,2,4,0,30,0,0,4,0,34,0,8,4,0,4,0,8,12,4,0,6,18,148,6,0,6,88,2,62,30,30,0,28,20,86,14,20,24,0,6,24,0,22,6,20,0,32,16,30,16,586,0,12,12,0,0,0,6,4,0,6,18,0,0,0,8,10,60,6,0,2,20,0,4,4,20,0,0,2,0,0,48,62,0,20,30,32,8,6,206,2,0,0,10,0,46,0,0,6,50,128,32,20
SEN,0,4,6,0,4,0,0,10,18,4,0,84,34,2,10,100,46,0,86,12,8,0,0,0,0,2,2,0,2,76,0,2,0,6,8,140,128,30,66,112,114,40,38,0,30,2,14,12,4,0,0,0,20,124,4,0,32,2,36,6,14,0,92,4,44,22,0,2,632,2,0,30,284,6,92,0,28,38,10,0,10,2,2,8,0,0,4,4,6,6,12,60,0,12,14,2,6,8,72,2,4,32,4,112,2,20,0,0,20,4,6,12,6,2,0,0,4,8,2,2,4,0,34,4,2,20,2,30,0,6,70,4,12,0,4,30,24,0,10,26,14,2,2,46,88,6,68,34,10,0,16,2,18,4,16,14,0,2,12,0,22,4,2,0,4,14,32,18,28,12,0,22,0,0,0,8,4,0,0,4,0,0,2,10,8,42,10,0,0,0,0,14,34,34,0,0,2,0,2,22,26,0,14,52,52,6,12,412,4,0,0,8,0,38,0,2,2,2,108,24,18
SGP,0,4,2,12,6,0,0,216,252,12,0,4028,554,18,2,664,22,0,4,168,52,24,0,10,0,22,2,0,10,596,6,68,4,24,6,2008,1364,172,14872,8,30,18,8,0,166,0,2,28,18,0,0,56,300,2542,0,0,766,10,32,28,168,0,1154,84,74,504,8,0,1760,2,18,10,5662,28,88,0,4,12,2,0,396,2,0,10,10,10,6,110,6,140,522,2204,0,356,500,54,62,498,1530,8,104,2118,70,88,48,86,0,12,1904,72,18,74,4,14,2,0,146,4,50,50,16,0,38,0,2,8,8,288,0,24,6,26,90,2,26,24,6,0,4,12,1068,6,6,4,122,6,1524,502,98,0,694,50,350,54,76,356,0,12,424,2,286,20,46,0,148,138,448,30,426,12,22,0,0,0,4,6,8,0,0,88,0,0,6,66,78,982,0,0,4,10,0,4,4,642,0,0,4,0,0,70,396,0,1450,54,52,86,20,8776,8,0,0,24,0,716,0,2,8,28,350,20,16
SHN,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,2,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,32,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0
SJM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,0,0,0,0,0,0,0,0,2,0,0,80,2,0,0,2,2,0,0,0,2,0,0,2,0,0,2,0,0,2,2,2,0,0,0,8,6,2,4,0,0,0,0,2,2,0,2,2,2,0,0,2,2,12,0,0,2,2,2,2,2,0,4,2,0,2,28,0,10,0,4,0,28,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,4,4,0,2,2,0,2,2,2,2,2,8,2,2,2,2,4,0,2,2,2,0,0,0,0,0,2,0,2,2,2,0,2,0,0,0,0,2,2,0,0,2,4,0,2,2,0,0,2,2,4,0,10,0,0,0,6,6,4,0,14,0,0,2,2,10,0,10,2,0,4,0,2,0,2,2,2,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,2,0,0,0,0,2,0,0,2,2,0,2,2,0,4,2,2,0,2,40,0,0,0,2,0,4,8,8,0,2,2,0,0
SLE,0,0,0,0,0,0,0,2,4,0,0,32,6,0,2,6,6,0,8,8,0,0,0,0,0,0,0,0,0,8,0,2,0,0,2,24,22,4,68,4,10,8,10,0,0,0,0,0,0,0,0,0,2,24,0,0,2,0,2,0,6,0,14,0,10,6,0,0,18,0,0,4,146,0,22,0,6,0,0,0,2,0,0,0,0,0,0,0,2,2,6,14,0,2,0,0,0,0,26,0,0,18,0,22,0,4,0,0,4,0,0,2,14,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,10,0,2,0,0,6,0,0,2,4,8,0,0,8,54,0,42,18,6,0,0,0,8,0,0,4,0,2,2,0,6,0,0,0,0,0,4,4,0,6,8,6,0,0,0,0,0,0,0,0,2,2,0,2,2,24,0,0,0,0,0,0,2,6,0,0,2,0,0,2,2,0,0,18,14,0,0,166,0,0,0,2,0,2,0,0,0,0,34,8,4
SLV,0,2,2,0,2,0,0,4,28,4,0,18,8,2,2,14,2,0,2,2,6,2,0,2,0,2,0,0,12,32,0,0,0,2,2,14,10,34,12,2,6,4,0,0,36,0,0,28,10,0,0,0,6,12,0,0,4,26,4,28,6,0,38,2,2,6,2,0,22,0,0,2,30,2,10,0,0,0,0,0,2,0,0,34,0,0,28,4,12,6,8,20,0,4,6,4,0,4,14,2,6,6,2,6,2,4,0,0,4,2,2,6,0,4,0,0,10,0,4,0,2,0,6,0,2,2,0,44,0,6,2,2,2,0,4,2,2,0,0,2,10,0,0,2,2,16,10,4,4,0,6,2,4,32,28,8,0,4,8,0,8,16,2,0,0,8,6,4,6,4,4,8,0,0,0,0,0,0,0,6,0,0,0,8,10,12,0,0,0,0,0,2,2,8,0,0,2,0,0,6,14,0,4,4,4,4,20,96,2,0,0,16,0,8,0,0,2,2,4,2,4
SMR,0,0,0,0,4,0,0,0,0,6,0,0,8,4,0,6,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,0,0,8,0,4,0,4,0,10,8,0,4,0,0,8,0,0,0,16,8,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,6,0,2,0,8,0,0,4,4,52,0,0,0,8,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,8,4,8,0,4,0,4,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,8,6,0,0,0,0,0,0,0,0,4,4,0,0,0,4,8,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0
SOM,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,10,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,4,12,0,2,0,2,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,10,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,8,0,0,4,6,0,6,4,0,0,0,2,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,0,2,4,12,0,0,28,0,0,0,0,0,2,0,0,0,2,2,0,0
SRB,0,2,6,12,86,0,0,260,264,338,0,660,848,198,2,746,22,0,4,52,670,28,0,596,0,372,0,0,2,588,2,8,0,24,2,492,992,286,874,6,36,8,0,0,402,0,2,22,6,0,0,316,824,1664,0,0,562,12,58,202,332,0,1310,322,48,476,0,2,1196,2,16,4,1868,416,50,0,0,2,0,0,992,2,0,6,0,8,4,976,2,838,62,498,0,376,394,72,44,428,1850,6,62,412,44,50,56,4,0,4,348,62,2,80,0,34,0,0,184,0,382,42,330,0,216,4,32,2,0,336,0,248,2,64,6,422,14,14,6,0,18,6,300,10,0,2,86,2,790,470,54,0,262,30,296,38,64,52,0,8,1038,0,906,16,150,0,270,684,1014,24,230,18,4,88,0,0,2,0,6,8,0,0,0,0,0,496,802,612,2,0,2,6,0,4,4,258,10,4,2,0,0,68,776,0,462,16,22,386,4,1616,44,2,0,20,0,160,0,0,50,34,296,16,6
SSD,0,0,2,0,0,2,0,0,0,0,0,2,0,0,4,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,6,0,12,2,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,8,2,0,0,10,0,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,8,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,0,2,0,4,14,0,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,20,0,0,30,0,0,0,0,0,2,0,0,0,0,6,2,4
STP,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,2,0,0,8,0,0,0,2,0,0,0,0,0,0,2,0,0
SUR,0,0,0,0,0,0,0,0,2,2,0,6,2,0,0,18,0,0,0,0,0,0,0,0,0,0,6,0,4,20,0,2,0,0,0,6,10,4,2,2,2,2,0,0,8,0,0,2,2,0,0,0,2,14,0,0,0,0,0,8,0,0,10,0,0,2,0,0,18,0,0,2,18,0,2,0,0,2,0,0,2,4,0,0,8,12,2,0,0,0,6,4,0,0,0,0,0,2,10,0,0,2,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,56,2,0,0,0,0,2,8,4,0,0,0,0,0,6,2,0,0,2,2,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,4,8,2,2,30,0,0,0,6,0,0,0,2,0,0,6,0,0
SVK,0,4,4,0,48,0,0,182,272,224,0,448,940,276,2,406,8,0,2,38,400,10,0,68,0,204,0,0,6,416,2,8,0,8,2,434,672,236,678,4,10,4,0,0,206,0,2,10,102,0,0,80,2920,1480,0,0,474,12,48,28,164,4,860,136,30,358,0,0,910,0,2,2,1398,196,26,0,4,2,0,0,496,0,4,6,0,4,4,376,2,858,134,352,0,140,274,26,44,298,1090,6,38,470,40,26,28,4,0,0,254,28,2,30,0,12,0,0,28,0,188,34,128,0,184,6,24,2,0,200,0,90,2,56,6,44,10,6,6,0,4,4,86,8,0,2,44,4,720,510,26,0,72,14,178,16,122,44,0,6,1584,0,480,10,140,0,86,612,890,10,128,8,10,66,0,0,2,2,8,6,0,496,0,0,0,0,444,608,2,0,2,4,0,4,4,152,12,2,2,0,0,56,548,0,252,16,18,632,10,1082,12,2,0,30,0,156,0,0,16,4,330,6,4
SVN,0,2,2,4,68,0,0,218,312,154,0,630,1168,172,2,764,8,0,4,26,386,6,0,148,0,192,2,0,6,430,0,2,2,10,2,592,924,230,746,4,8,6,0,0,232,0,0,16,6,0,0,136,790,1764,0,0,672,4,34,18,104,0,1388,180,10,416,0,0,1478,2,6,2,2146,200,22,0,2,6,0,0,748,0,2,8,0,0,2,934,2,628,38,346,0,240,176,16,42,544,2018,2,26,540,32,20,20,8,0,0,212,54,2,42,0,22,0,2,24,0,226,56,126,0,216,0,18,4,0,130,0,164,2,68,2,98,6,6,2,0,2,4,66,6,2,4,26,2,1064,588,16,0,84,14,44,12,40,28,0,2,962,0,756,18,136,0,46,588,618,8,124,10,8,78,0,0,0,2,10,8,0,802,0,0,0,444,0,854,2,0,0,8,0,4,6,68,6,4,2,0,0,58,594,0,328,14,12,202,12,1626,4,0,0,16,0,52,0,0,28,8,304,10,10
SWE,2,4,10,10,36,0,0,482,772,264,0,5788,3078,292,6,3820,34,0,18,250,444,30,2,86,0,262,4,10,96,2508,4,16,6,58,2,5018,5258,872,8014,28,88,30,8,0,576,4,2,90,142,4,0,298,2050,12628,0,0,6800,10,90,124,492,8,6454,898,226,5388,14,4,7532,12,18,8,17026,262,162,2,4,20,20,0,1966,2,26,28,6,4,8,664,2,1432,270,1972,0,1454,1340,218,784,1452,7844,14,144,3562,84,306,74,12,0,0,1354,74,12,144,2,46,0,10,118,2,542,198,332,0,332,30,38,16,8,768,0,104,16,116,10,32,100,64,6,0,16,68,436,64,10,6,220,14,7280,5668,152,0,924,72,740,68,250,162,0,14,2864,0,1952,26,176,0,242,960,2564,120,704,60,42,982,0,2,6,24,12,6,10,612,2,0,2,608,854,0,16,0,10,12,0,4,8,482,12,4,4,0,10,82,1510,0,776,246,262,524,76,17430,24,4,0,52,0,416,10,2,40,32,1790,48,56
SWZ,0,0,2,0,4,0,0,0,0,0,0,16,6,0,0,8,6,0,12,2,2,0,0,2,0,2,0,0,0,2,0,0,8,18,0,8,40,0,8,10,18,2,0,0,0,4,0,2,0,0,0,2,0,36,0,0,2,0,0,0,6,0,10,2,16,2,0,0,14,0,0,0,44,8,8,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,6,0,0,6,0,0,0,0,24,0,0,0,0,2,0,0,2,4,0,0,0,0,16,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,14,4,12,0,0,20,0,12,0,6,0,2,4,6,0,0,0,0,0,4,0,0,0,0,0,0,4,0,6,8,6,10,0,0,0,0,0,0,0,0,2,2,0,0,2,2,16,0,0,2,0,0,0,14,0,0,0,6,0,6,0,0,0,6,12,14,0,0,144,0,0,0,0,0,6,0,0,2,0,138,20,14
SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,2,2,0,0,30,2,0,0,8,10,0,4,0,2,0,2,2,0,0,0,2,0,6,2,2,4,0,0,14,28,4,4,6,2,2,0,2,4,4,2,6,4,0,0,2,4,24,0,0,8,4,2,4,2,0,12,2,4,4,4,0,46,0,0,0,80,4,4,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,4,8,0,2,2,0,2,2,14,6,2,8,4,22,2,0,2,0,2,2,0,2,4,0,0,0,2,0,2,2,2,0,2,0,0,6,4,2,0,0,2,2,2,0,4,8,2,0,22,6,4,4,6,0,4,0,10,2,8,0,12,2,0,2,2,4,2,2,2,0,6,0,2,0,4,4,2,0,4,2,0,4,0,0,2,0,0,0,0,2,0,0,0,2,0,10,2,0,0,0,2,0,4,2,0,0,4,0,6,2,4,0,4,10,16,0,2,66,0,0,2,2,0,2,0,2,0,2,46,0,8
SYR,0,0,0,0,2,0,0,26,14,4,0,28,6,2,0,10,0,0,2,12,4,6,0,0,0,0,0,0,0,14,0,0,0,0,0,30,20,8,124,0,2,2,0,0,2,0,0,4,0,0,0,8,12,46,0,0,12,0,18,0,76,0,26,2,32,8,0,0,54,0,0,0,70,12,0,0,0,0,0,0,22,0,0,0,0,0,0,10,0,16,12,68,0,6,66,22,0,10,70,0,24,38,2,0,6,0,0,0,12,12,0,44,0,14,0,0,0,0,10,0,0,0,16,0,0,0,0,16,0,2,0,4,0,4,0,6,0,0,0,0,26,0,0,0,4,0,8,8,6,0,12,14,28,0,2,0,0,0,24,0,20,2,6,0,14,8,40,0,48,20,0,10,0,0,0,0,0,0,0,6,0,0,0,4,8,12,0,0,0,0,0,0,0,10,0,0,0,0,0,14,28,0,2,2,2,2,0,98,0,0,0,4,0,28,0,0,0,12,10,0,0
TCA,0,0,0,0,0,0,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,4,2,0,0,0,0,0,2,2,4,0,2,0,0,2,0,0,0,2,0,2,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,4,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,2,0,0,2,0,0,0,0,2,2,2,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,16,0,0,4,4,0,0,0,2,0,0,4,0,0
TCD,0,2,2,0,4,0,0,0,2,2,0,6,6,2,2,2,2,0,16,2,4,0,0,0,0,2,0,0,2,4,0,0,0,4,8,8,22,4,6,8,38,8,2,0,4,0,0,2,2,0,0,2,4,10,0,0,4,2,6,4,2,0,6,2,4,4,0,0,46,0,0,10,30,4,6,0,6,4,0,0,0,0,0,2,0,0,2,4,2,4,2,6,0,4,4,2,4,4,4,2,2,2,4,8,2,4,0,0,2,0,2,2,0,2,0,0,4,0,2,2,4,0,8,0,2,2,0,2,0,4,10,2,2,0,2,2,2,0,0,2,8,0,0,6,8,2,6,6,4,0,4,0,4,2,4,2,0,2,4,0,2,2,0,0,2,2,2,2,2,4,14,4,0,0,0,0,2,0,2,4,0,0,0,4,4,4,0,0,0,0,0,0,4,2,0,0,2,0,0,2,8,0,2,6,4,2,2,24,2,0,0,2,0,4,0,0,2,2,4,4,4
TGO,0,2,4,0,4,0,0,0,2,2,0,8,6,2,6,8,42,0,68,4,12,0,0,0,0,2,0,0,2,8,0,0,4,4,8,16,22,4,20,50,40,18,12,0,6,4,0,4,2,0,0,0,4,30,0,0,6,2,6,4,8,0,6,2,8,4,0,0,100,0,0,8,70,8,38,0,12,10,4,0,0,0,0,4,0,0,2,4,2,4,18,16,0,4,6,2,2,4,76,2,2,10,4,18,2,4,0,0,2,0,2,4,8,2,0,0,4,8,2,2,4,0,6,0,2,8,0,2,0,4,20,2,2,0,6,16,10,0,4,8,6,0,0,28,84,2,6,4,8,0,6,0,6,2,4,2,0,4,8,0,2,2,0,0,0,8,2,6,2,4,34,4,0,0,0,2,2,0,0,4,4,2,0,4,6,8,14,0,4,0,0,4,0,2,0,0,8,0,6,2,4,0,2,14,16,2,2,76,2,0,0,4,0,14,0,0,2,2,28,8,4
THA,4,8,2,10,2,0,0,140,186,284,0,1748,564,108,10,578,22,0,24,218,300,26,0,16,0,192,4,0,12,784,2,52,46,24,2,862,876,136,3070,16,20,22,8,0,314,0,2,36,108,0,0,218,440,1350,0,0,374,16,22,210,436,10,666,218,66,426,12,0,1284,0,14,6,2984,202,102,0,2,18,2,0,460,2,0,16,4,8,12,322,12,370,698,1764,0,314,558,62,46,190,992,4,86,2814,40,150,30,190,0,0,1172,50,176,52,0,14,0,0,308,4,206,26,190,0,32,0,0,12,2,442,4,18,6,12,240,130,40,46,4,0,48,34,1222,6,0,2,216,4,772,272,158,0,454,32,836,46,204,444,0,24,570,0,376,16,24,0,228,210,590,26,540,20,34,642,0,0,2,6,8,0,2,258,0,0,2,152,68,482,0,0,2,10,0,2,2,0,2,0,2,2,4,58,600,0,1248,62,72,342,40,4520,44,0,0,52,0,910,2,2,6,28,436,48,36
TJK,0,4,0,0,6,0,0,2,0,12,0,26,14,4,0,8,0,0,0,0,12,0,0,2,0,4,0,0,0,0,0,0,0,0,0,16,28,10,82,0,6,0,0,0,0,0,0,0,2,0,0,6,6,56,0,0,14,0,0,2,10,0,8,6,0,4,0,0,20,0,0,0,32,10,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,10,4,16,0,6,34,0,0,2,30,0,2,20,14,2,22,2,0,0,2,0,0,4,0,0,0,0,6,0,4,2,6,0,0,0,4,0,0,0,0,4,0,4,0,4,2,0,0,0,2,0,6,0,0,2,4,0,12,8,4,0,6,0,40,0,0,0,0,0,22,0,22,0,0,0,4,22,128,0,10,0,0,0,0,0,0,0,0,4,0,10,0,0,0,12,6,12,0,0,0,0,0,0,0,2,0,4,0,0,0,2,22,0,0,0,0,6,0,46,18,0,0,0,0,2,0,0,0,0,12,0,2
TKM,0,0,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,4,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,4,2,0,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,2,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,2,2,0,2,0,0,0,2,2,0,46,2,2,4,2,12,0,8,2,2,0,0,0,0,2,0,0,2,4,0,0,8,4,2,6,10,2,4,2,4,2,0,0,2,6,0,6,2,0,0,0,2,10,0,0,2,2,2,2,2,0,2,2,2,2,4,0,4,0,0,2,14,10,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,4,12,0,2,4,2,0,2,2,2,2,2,4,14,2,4,0,0,2,0,2,6,4,2,0,0,4,0,2,0,2,0,2,0,0,4,0,2,0,2,2,0,2,0,8,4,2,0,0,4,6,0,0,4,4,2,2,2,10,0,10,0,2,2,2,2,0,2,2,0,8,2,0,0,0,4,2,2,2,2,2,4,0,0,2,2,2,0,0,2,0,2,0,2,2,4,6,0,4,0,0,2,8,2,0,0,0,0,6,2,2,0,2,8,10,2,2,20,2,0,0,4,0,4,0,0,0,2,10,2,2
